"molecule_SMILES","UniProt_ID","affinity_score"
"CC1=CC=C(C=C1)C(=O)NC2=C(SC3=C2C(=C(C=C3)Cl)Cl)C(=O)N","Q05513",62.7
"CC1=CC(=O)NN=C1C2=CC(=C(C=C2)NC(=O)NC3=C(C=CC(=C3)C(F)(F)F)F)Cl","P17948",64.6
"CCCCN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=C(C=C4)C#N","P11362",64
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)NN=C3C(=O)NC4=CC=CC=C4)O","O60674",67.1
"C1=CC2=C(NC=C2C3=CC(=NC=N3)Cl)N=C1","P17612",67.7
"CC(C1=CC=CC=C1)NC2=C(C(=O)C2=O)NC3=CC=NC=C3","O75116",67.1
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4N","P06239",65.8
"CC1=CC(=O)N=C2C1=C(NN2)C3=CC(=CC=C3)C(F)(F)F","P06241",63.4
"COC1=CC=CC(=C1)CNC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P06239",63.4
"C1C(CN1CC2=C(C=C(C=C2)OCC3=CC=CC=C3)Cl)C(=O)O","O94806",64.6
"CC1=C2C(C3=C(CC(CC3=O)(C)C)N=C2NN1)C4=CC=CC=C4F","P08581",65.2
"C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4","Q00535",63.4
"C1=CC=C(C=C1)C2=CC3=CC(=NC=C3C=C2)NCCO","P11309",62.1
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NC(=O)ON4)I","Q13131",67.1
"COC1=CC(=CC(=C1OC)OC)NC2=NC=C(C(=N2)NC3=CC=CC=C3C(=O)N)[N+](=O)[O-]","P17612",71.4
"CSC1=CC=CC=C1NC2=NC(=NC3=C2N=CN=C3NCC4CC4)N5CCNCC5","P31749",58.4
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N","P06213",65.8
"CC1=CC(=CC=C1)NC2=NC(=CN=C2C(=O)N)NC3CCCCC3N","P28482",67.7
"CC1=NC=C(C=C1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N","P12931",66.5
"CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6","Q9HAZ1",72.7
"C1[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O","P05129",60.2
"CC1=CC(=NN1)NC2=NC(=CC(=N2)Cl)NCC3=CC=CC=C3","O60674",80.1
"C1[C@H]([C@H]([C@@H](O1)N2C3=C(C=CC(=C3)O)C4=C5C(=C6C7=C(C=C(C=C7)O)NC6=C42)C(=O)N(C5=O)NC(CO)CO)O)O","Q05655",61.6
"CC(C(C)(C)C)NC1=C(C(=O)C1=O)NC2=CC=NC=C2","P28482",62.7
"C1=CC=C2C(=C1)/C(=C\NNC3=NC4=CC=CC=C4N3)/C=N2","Q16620",64
"CC(C)NC1=C(N=C2N1C=CC=N2)C3=CC4=C(C=C3)NN=C4","P52333",67.1
"CC(C1=CC=CC=C1)NC2=NC=CC(=N2)C3=C(N=C4N3C=CO4)C5=CC=C(C=C5)F","Q96GD4",63.4
"C1=CC2=C(C=C1Br)C(=C3C(=O)NC(=S)S3)C(=O)N2","P28482",62.7
"CC(C)OC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)C#N","P04629",65.8
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C)N","P05129",62.7
"COC1=CC(=C2C(=C1)C3=CC(=C(C=C3COC2=O)O)O)O","Q96GD4",80.7
"C1COCCC1CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4","P48729",63.4
"C1CNC(=O)C2=C(N1)N=CN=C2N","O14757",59.6
"C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O","P08581",69.8
"C1CCC(C(C1)N)NC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4","P17948",70.8
"CN(CCOC)C(=O)C1=C(N=NN1CC2=CC=CC=C2)C3=CC4=C(C=C3)NN=C4","P49841",74.5
"CCCCC#CC1=CC=C(C=C1)CN2CC(C2)C(=O)O","Q00535",65.2
"C[C@]1([C@@H]([C@H](C2=C([C@H]1O)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O)O)O","P36888",82.7
"CC1(C2=C(C=CC(=C2)C3CCN(CC3)C4COC4)C(=O)C5=C1NC6=C5C=CC(=C6)C#N)C","P00533",57.8
"CSC1=CNC2=C1C(=NC=N2)NCCCO","Q16620",64
"COC1=CC=CC(=C1)C=C2C(=O)N=C(S2)NC3=CC=CC=C3","P51955",62.1
"C1COCCN1S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=C(C=CC=C5N4)C(=O)N","Q05513",62.7
"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CNC5=CC=CC=C54)N","Q00535",75.8
"C1=CC2=C(C=CN=C2C(=C1)Cl)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","P12931",66.5
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)/C(=C/C4=CC=CN4)/C(=O)N3)O","Q05655",57.8
"CC1=NN=C(O1)C2=CN3C(=C2C(C)C)C(=NC=N3)NC4=C(C=C(C(=C4)C(=O)NOC)F)F","P35968",79.2
"C1=CC=C2C(=C1)NC(=N2)SC3=CC=C(O3)C=NNC(=O)C4=CC(=CC=C4)[N+](=O)[O-]","P49760",62.7
"C1CCC(C(C1)N)NC2=NC=CC(=N2)C3=CNC4=C3C=CC=N4","P00519",69.6
"C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=NOC4=NC=NC(=C34)N)C(F)(F)F","Q16620",72.7
"CCNC(=O)C1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)F)N","P51812",64
"CC(C)OC1=C(C(=O)NN1)/C=C/2\C=NC3=CC=CC=C32","P08069",66.5
"CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=C(C=C(C=C4)F)F","P00533",67.1
"CC1=CC(=NN1)NC2=NC(=CC(=N2)Cl)NCC3=CC=CC=C3","P48729",64.6
"CNC1=NC=CC(=N1)C2=C(N=CC=C2)OC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4NC5=CC=CC=C5","Q96GD4",81
"CCCCNC1=C(N=C2N1C=CC=N2)C3=CC4=C(C=C3)NN=C4","Q9HAZ1",83.2
"C#CC1=CN(C2=C1C(=NC=N2)N)C3CCCC3","P00519",68.3
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N","P06213",65.2
"C1=CC2=C(C=C1C3=CN(N=N3)CC4=C(C=C(C=C4)C(F)(F)F)C(F)(F)F)C=NN2","P05129",62.7
"CC1=NOC(=C1)C2=CN=C(N=C2NC3CCC(CC3)N(C)C)NC4=CC(=CC(=C4)Cl)Cl","P31749",65.3
"CC1=C(SC=C1)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N","P28482",63.5
"CC(C)(C1=CC2=C(C=C1)NC3=C(C=CC(=C3)C4=CC(=C(C=C4)N)OC)C(=O)N2)C(=O)NC5=CC=C(C=C5)N6CCOCC6","P05129",62.1
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3CCN)C4=CC=C(C=C4)F)CO","Q12851",63.4
"COCOC1=C(C(=CC=C1)OCOC)C2=C(C=C(C=C2)NS(=O)(=O)C)C(=O)OC","O94806",64.6
"CC1=CC(=NN1)NC2=NC(=CC(=N2)Cl)NCC3=CC=CC=C3","P17612",67.7
"C1=NC2=C(C(=N1)N)C(=NN2C3C(C(C(O3)CO)O)O)I","P07333",65.8
"COC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CC(CO)O)N","O60674",65.8
"C1CN(CC=C1C2=CNC3=C2C=CC=N3)C(=O)NCCC4=CC=CS4","Q9HAZ1",79.5
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C4=CC5=C(S4)C=NC=C5)N","O96013",64
"COC1=C(C=C(C=C1)C=C2C(=NOC2=O)C3=CC=C(C=C3)Br)OC","P51955",62.1
"CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N","P00533",66.6
"C1=CC2=C(C=C1C#N)N(C(=N2)N)C3=NC=CS3","P08069",65.8
"CNC(=O)NC1=C2C(=CC(=C1)Cl)C3=C(N2)C=NC=C3","Q05513",59.6
"C1COCCN1CCCCOC2=CC3=C(CC4=C3NN=C4C5=CN=C(C=C5)C#N)C=C2","P08069",65.8
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C(=CC=C4)O)O","P49840",64.6
"CN1CCN(CC1)C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CC=C5)C(=O)N","Q16620",64
"CN(C)C1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)C7=CC=CC=C7","Q12851",68.3
"[2H]C([2H])(C1=NSC(=C1)NC2=NC(=CN3C2=NC=C3C4=CNN=C4)C)N5CCC(C5)(F)F.Cl","O60674",74.5
"CCCCN(CCC#N)C(=O)C1=CC2=N/C(=C\3/C4=CC=CC=C4NN3)/N=C2C=C1","O43293",67.7
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCNC)N","P51955",74.5
"CC1=CC=C(C=C1)C(=O)NC2=C(SC3=C2C(=C(C=C3)Cl)Cl)C(=O)N","O43293",67.7
"CSC1=CNC2=C1C(=NC=N2)NCCCO","P41743",64
"CSC1=CC=CC=C1CNC2=NC=C(C(=N2)NCC3CCC(CC3)CN)[N+](=O)[O-]","P06241",68.9
"C1=CC(=O)C=CC1=C2C(=C(NN2)NC3=CC=C(C=C3)O)C4=CC=C(C=C4)O","P08581",65.2
"COC1=C(C(=CC=C1)OC)CNC2=NC(=NC3=C2C=C(C=C3)Cl)NC4CCCCC4","Q7L7X3",66.5
"C1=CC=C2C(=C1)C=C(S2)C3=C4C(=CC(=C3)C5=CN(C6=CN=C(N=C65)N)CCCN)C=NN4","P04629",65.8
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NN=C(O4)N)Cl","P06213",64
"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CNC5=CC=CC=C54)N","P04629",65.8
"CC1=C(SC(=N1)C2=CC=NC=C2)C(=O)NC(C)C3=CC(=CC=C3)OC","P35968",65.8
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3)C4=CC=C(C=C4)F)CO","Q96GD4",63.4
"C1=CC2=C(C=CN=C2C=C1C(F)(F)F)NC(=O)NC3=NC=C(C=C3)C#N","Q12851",63.4
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)C(=O)NCC5=CC(=CC=C5)F)O","O94806",67.1
"C1=CC=C(C=C1)CN2[C@@H]3[C@H](C([C@H]([C@H]2N4C5=CC=CC=C5C6=C7C(=C8C9=CC=CC=C9N3C8=C64)C(=O)NC7=O)O)O)O","P05129",64
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C(N4C(=C(C=N4)C5=CN(N=C5)C)N=C3)N","P08581",66.5
"CC1=C(C=CC(=C1)C(=O)NC(C)C2=CC(=CC=C2)OC)C3=CC=NC=C3","P08581",65.2
"CC(C)(CC1=NN=C2N1N=C(C=C2)C3=C(N=C4N3C=CO4)C5=C(C=C(C=C5)F)F)O","Q7L7X3",62.7
"CNC1=NC=CC(=N1)C2=C(N=CC=C2)OC3=CC=C(C=C3)NC(=O)C4=CC=CC=C4NC5=CC=CC=C5","P45984",68.3
"C1=CC=C2C(=C1)C=C(S2)C3=C4C(=CC(=C3)C5=CN(C6=CN=C(N=C65)N)CCCN)C=NN4","P28482",64
"C1=CC=C2C(=C1)C=C(S2)C3=C4C(=CC(=C3)C5=CN(C6=CN=C(N=C65)N)CCCN)C=NN4","P06241",65.2
"CCN1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C","P04629",65.8
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C#CCCCCCCCCN)N","Q13464",72.7
"C1C(C(C(=O)C(=C1C2=CC=CC=C2)C#N)C(=O)C3=CC=CC=C3)C4=CC=C(C=C4)Cl","O95819",64
"C1=CC(=CC=C1C2=C(NC(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)F","Q12851",63.4
"C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)NC3=NC4=C(C=CC=C4S3)O","P36888",65.2
"C1C2C(C3C(C(O2)OC(=O)C4=CC(=C(C(=C4)OC5=C(C(=C(C6=C5C(=O)OC7C(COC(=O)C8=CC(=C(C(=C86)O)O)O)OC(C9C7OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O9)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)OC2=C(C(=C(C4=C2C(=O)OC2C(COC(=O)C5=CC(=C(C(=C54)O)O)O)OC(C4C2OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O4)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)OC2=C(C(=C(C4=C2C(=O)OC2C(COC(=O)C5=CC(=C(C(=C54)O)O)O)OC(C4C2OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O4)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O3)O)O)O)O)O)O)OC(=O)C2=CC(=C(C(=C2C2=C(C(=C(C=C2C(=O)O1)O)O)O)O)O)O","O94806",62.1
"CC(C)(C)OC(=O)N1C=C(C2=CC=CC=C21)C3=CN=CN3C4CCCCC4","P31749",62.7
"C1=NC2=C(C(=N1)N)SC3=NC=NC(=C23)N","P49841",67.1
"COC1=CC(=C2C(=C1)C3=CC(=C(C=C3COC2=O)O)O)O","P24941",80.7
"CCCC(=O)NC1=NNC2=NN=C(C=C21)C3=C(C(=CC=C3)F)F","O94806",62.1
"CC(C)N1C2=C(C(=N1)C3=CC=C(C=C3)S(=O)(=O)N)C(=NC=N2)N","P35968",55.9
"CC(C)N1C2=C(C(=N1)C3=C4C=CNC4=CC=C3)C(=NC=N2)N","P00519",65.7
"C1=CC=C(C(=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N)C(F)(F)F","P04629",65.8
"CC(CN1C=C(C=N1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N)O","P45984",67.1
"CCCS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3N","P08069",66.5
"CC1=CC=CC=C1NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N","P51955",63.4
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=NSC4=NC=NC(=C34)N","P49841",64
"CC1=C(N(C2=C1C=C(C=C2)C(=O)NC3=NC=NN3)CC4=CC=CC=C4)C","P49840",67.1
"CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)C#N","P08069",66.5
"C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=COC=C5)N)F","P17612",62.7
"CCCCC(=O)NC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl","P49841",64.6
"CCCCOC1=NC=NC2=C1C(=CN2)C3=CC=CC=C3","P36888",78.3
"CCN(CC)CCNC(=O)C=CC1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N","P45984",67.7
"C1=CC=C(C=C1)C(CN)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P06493",68.9
"CN(C)CC(COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=C(C=CC(=C3)Cl)Cl)O","P11309",63.4
"C1=CC=C(C=C1)NC2=NC(=NC=C2)NC3=CC=CC=C3","P17612",60.2
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NC(=O)ON4)I","O75116",65.2
"COC1=CC2=C(C=C1)NC(=O)C2=CC3=CN=CN3","P00533",66.5
"CC(=O)C1=CC=CC=C1C2=C3C=CNC3=NC=N2","Q12851",59.6
"CC1=C(C(=CC=C1)Cl)C2=CC=CC3=C2NC(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)NCCOCCOCCN","O96013",64
"CCC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","P08069",65.8
"C1CC1N2C3=C(C(=C(C=C3C(=O)C4=C2SNC4=O)F)NCC5=CC=CC=C5)F","P51812",62.7
"CS(=O)(=O)NC1=C(C=C2C(=C1)OCCCCCOC3=NC(=CN=C3C#N)NC(=O)N2)Cl","Q05655",62.4
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=C4CNC(=O)C4=CC=C3","Q96GD4",77
"C1CNC2=C(C(=NC=N2)N)N=C1C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F","O75116",71.4
"CC1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=CSC4=NC=NC(=C34)N)C","O14965",84.5
"C1=CC=C(C=C1)NC2=C3C(=CSC3=NC=N2)Cl","P08581",65.2
"CC1=CC2=C(C=C1)N/C(=C(\C=C/3\C=C(C(=O)C=C3Br)OC)/C#N)/N2","O75116",62.7
"CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O","P35968",62.1
"COCC#CC1=C2CC3=C(NN=C3C2=CC=C1)C4=CC=CS4","P06241",63.4
"CC(C)OC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)C#N","P49760",62.7
"COC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC(=C4)F)F)C(=NO2)N","Q05655",62.7
"CC1=C(SC(=N1)COC2=CC=CC=C2Cl)C3=NC(=NC=C3)N","P08581",65.2
"CCN(CC)C/C=C/C1=C(C2=C(C3=C(C=C2)N=C(N3C)NC4=C(C=CC=C4Cl)Cl)C(=O)N1)C","P17948",55.9
"C1CC1N2C3=C(C(=C(C=C3C(=O)C4=C2SNC4=O)F)NCC5=CC=CC=C5)F","Q96GD4",63.4
"CC(C)(C#N)OC1=CC=CC(=C1Cl)C(=O)NC2=C(C=CC(=C2)N(C)C3=NC4=C(C=C3)N=C(S4)NC(=O)C5CC5)F","P00533",62.1
"CC1=CC(=CC=C1)NC2=NC=CC(=N2)NC3=C(C(=O)C3=O)NC(C)C(C)(C)C","O14757",73.9
"C1=CSC(=C1)C=NNC(=O)C2=C(N(N=N2)C3=NON=C3N)C4=CC=CS4","P06213",64
"C1=CC(=CC=C1C2=CSC3=NC=NC(=C23)N)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F","P06493",63.4
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C(=O)NC)N","P05129",62.7
"CC(C)N1C2=C(C(=N1)C3=CC4=C(C=NN4)C(=C3)F)C(=NC=N2)N","P00533",67.8
"C1CC2=C3C(=C4C(=C2C5=CC=CC=C51)C(=O)NC4=O)C6=CC=CC=C6N3","P35968",71.6
"COC1=CC2=NC=C(C=C2C(=C1)OC)C3=CC=NC=C3","P05129",62.1
"C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C(F)(F)F","Q13131",67.1
"CC1=CC(=CC=C1)NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N","P04629",67.7
"C1=CC=C(C=C1)C(=O)NC2=NC(=CC(=C2)C3=CNC4=C3C=CC=N4)Cl","O60674",65.8
"CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C(C4=NC=CN=C4C=C3)N","Q7L7X3",62.1
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CC(C)O)N","Q12851",74.5
"C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N","P04629",67.1
"CC(=O)N1CCC(CC1)NC2=NC=CC(=N2)C3=C(N=C4N3C=CO4)C5=CC=C(C=C5)F","P51955",62.1
"C1=CC(=C(C(=C1)F)C(=O)NC2=NC(=CC(=C2)C3=CNC4=C3C=CC=N4)Cl)F","Q13464",75.2
"C1C2=C(C=CC=C2C(=O)N1)C3=CC=C(C=C3)NC4=NC5=CC=CC=C5O4","P24941",64
"CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O","P17612",62.7
"CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)NCCCCCCNC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C","O60674",68.3
"CC1=C2C(=NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC)NN1","Q13464",65.8
"CC1=C2C(=C(C=C1)C3=CC=C(C=C3)NC(=O)NC4=CC(=CC=C4)Br)C(=NN2)N","Q05655",62.7
"CC(C)(C1=CC2=C(C=C1)NC3=C(C=CC(=C3)C4=CC(=C(C=C4)N)OC)C(=O)N2)C(=O)NC5=CC=C(C=C5)N6CCOCC6","P17948",62.1
"CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7CC7","P12931",56.9
"CN(C)CCCC(=O)NC1=NNC2=NN=C(C=C21)C3=C(C(=CC=C3)F)F","P12931",66.5
"CCN(CC)CCNC(=O)C1=CC(=CC=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC4=CC=CC=C43","O14965",67.1
"C1=CC(=O)C=CC1=C2C(=C(NN2)NC3=CC=C(C=C3)O)C4=CC=C(C=C4)O","O14965",67.1
"CC(C)N1C2=C(C(=N1)C3=CC4=C(C=C3)NC=C4)C(=NC=N2)N","P35968",75.3
"C1OC2=C(O1)C=C(C=C2)C3=C4C=CNC4=NC=N3","O60674",68.3
"CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]","P00533",62.8
"CN1C2=CC=CC=C2C=C1C(=O)NC3=C(C=C(C=C3)C4=CSC5=C4C(=NC=C5C=CC(=O)NCCN(C)C)N)OC","Q9HAZ1",65.8
"C1=CC(=CC(=C1)F)C2=CN=CC3=C2C=C(S3)C(=O)O","Q96GD4",66.5
"CC(C)(C)C1=CC2=N/C(=C\3/C4=CC=CC=C4NN3)/N=C2C=C1","P31749",62.7
"CN1C(=O)C(=C(N=C1NCC(CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4","P08581",65.8
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C)N","Q9HAZ1",62.1
"CN(C)CC(=O)NC1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4","Q13627",80.7
"CCC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","P49841",77.6
"CS(=O)(=O)NCCOC1=CN=CC(=C1)C2=CC3=C(C=C2)C=NC=C3","P06239",65.8
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)NC(=O)C3=CSC4=NC=NC(=C34)N","P00533",70.8
"CCCC(=O)NC1=NNC2=NC3=CC=CC=C3C=C21","Q12851",63.4
"COC1=C(C=C(C(=C1)C=O)Cl)NC(=O)NC2=NC=C(N=C2)C#N","O14965",64.6
"C1=CC=C(C=C1)C(CCO)NC2=NC3=C(S2)C=C(C=C3)C4=CC=NC=C4","Q13464",78.9
"CC1=C(C(=O)N2C3=CC=CC=C3NC2=C1C#N)C=O","P24941",62.7
"CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O","P17948",65.2
"C1=CC(=CC(=C1)N)C2=CC(=C3C(=C2)C=CC=N3)C(=O)N","P12931",66.5
"C1=CC2=C(C(=C1)Br)C(=O)N3C4=C(C=C(C=C4)[N+](=O)[O-])C(=O)C3=N2","Q7L7X3",65.2
"CN1C(=O)C(=C(N=C1NCC(CC2=CC=CC=C2)N)C3=CC=NC=C3)C4=CC5=CC=CC=C5C=C4","O14965",65.2
"COC1=CC=C(C=C1)NC2=C(C=C3C(=C2)C(=O)NC3=O)NC4=CC=C(C=C4)OC","P00533",56.8
"COC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=NC=CC(=C3)C(F)(F)F","P35968",71.4
"CC(C)COC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)CO)C4=CC=C(C=C4)F","P51812",64
"C1=CC=C(C=C1)C(CN)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P11309",64.6
"COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC","Q96GD4",62.9
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)N","P11362",64
"CC(C)CN1C2=C(C(=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)F)N=C1N","Q05655",62.7
"CN1C2=C(C(=O)C3=C(N2O)C=CC(=C3)Cl)C(=N1)C(F)(F)F","Q05513",62.7
"CC1=CC(=NN1)NC2=NC(=CC(=N2)Cl)NCC3=CC=CC=C3","P06239",65.8
"C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)NC3=NC4=C(C=CC=C4S3)O","O14757",65.2
"CC(C)S(=O)(=O)N1C2=C(C=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)N=C1N","P51955",62.1
"CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C","P51955",66.5
"CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3N(C2=O)C)C5=CC6=CC=CC=C6N=C5","O60674",67.1
"C1=C(N2C(=NN=C2N)C=N1)Cl","O94806",59
"C1CC(CCC1NC2=NN3C(=NN=C3C4=CC(=CC=C4)C(F)(F)F)C=C2)O","P35968",64.6
